Station,Year,Month,Rainfall,TMax,Tmin,WindSp,Timestamp
CHOMA,1982,2,110.2,27,16.5,3.9,1/2/1982 6:00
CHOMA,1982,3,54.4,28,14.8,-99,1/3/1982 6:00
CHOMA,1982,4,0,27.6,13,3.7,1/4/1982 6:00
CHOMA,1982,5,0,24.5,7.3,3.8,1/5/1982 6:00
CHOMA,1982,6,0,23.9,5.6,4.3,1/6/1982 6:00
CHOMA,1982,7,1.8,22.5,5.1,4.3,1/7/1982 6:00
CHOMA,1982,8,0,9,9,4.7,1/8/1982 6:00
CHOMA,1982,9,0.3,27.6,11.7,4.8,1/9/1982 6:00
CHOMA,1982,10,36.4,28.5,14.5,5.5,1/10/1982 6:00
CHOMA,1982,11,54.4,30,17.4,-99,1/11/1982 6:00
CHOMA,1982,12,68.9,29.9,17.1,4.8,1/12/1982 6:00
CHOMA,1983,1,324.3,28.6,17.5,3.6,1/1/1983 6:00
CHOMA,1983,2,55.2,28.2,16.7,3.9,1/2/1983 6:00
CHOMA,1983,3,78,28,16.5,3.6,1/3/1983 6:00
CHOMA,1983,4,16.8,27.8,13.6,-99,1/4/1983 6:00
CHOMA,1983,5,10.6,27.1,10.3,3.4,1/5/1983 6:00
CHOMA,1983,6,0,24.7,6.9,4,1/6/1983 6:00
CHOMA,1983,7,0,23.7,6,4.6,1/7/1983 6:00
CHOMA,1983,8,0,24.1,6.1,4.8,1/8/1983 6:00
CHOMA,1983,9,0,30.6,12.1,-99,1/9/1983 6:00
CHOMA,1983,10,11.7,30.3,15.5,-99,1/10/1983 6:00
CHOMA,1983,11,63.8,30.9,17.6,5.5,1/11/1983 6:00
CHOMA,1983,12,177.5,26.5,16.8,3.7,1/12/1983 6:00
CHOMA,1984,1,61.5,28.3,15.6,4.6,1/1/1984 6:00
CHOMA,1984,2,108.9,27.3,16.1,5,1/2/1984 6:00
CHOMA,1984,3,98,26.4,15.8,6.2,1/3/1984 6:00
CHOMA,1984,4,11.4,25.9,12.6,5.5,1/4/1984 6:00
CHOMA,1984,5,3,25.4,9.6,4.9,1/5/1984 6:00
CHOMA,1984,6,0,22.3,5.8,4.7,1/6/1984 6:00
CHOMA,1984,7,0,23.1,5.5,4,1/7/1984 6:00
CHOMA,1984,8,0,25.3,6.4,3.5,1/8/1984 6:00
CHOMA,1984,9,0,30.5,12.9,3.5,1/9/1984 6:00
CHOMA,1984,10,6.5,31.5,16.3,-99,1/10/1984 6:00
CHOMA,1984,11,127.4,28.4,17,3.7,1/11/1984 6:00
CHOMA,1984,12,145.9,26.4,17,3.7,1/12/1984 6:00
CHOMA,1985,1,192.9,26.6,17,,1/1/1985 6:00
CHOMA,1985,2,186.3,26.1,16,,1/2/1985 6:00
CHOMA,1985,3,140.7,26.7,16,,1/3/1985 6:00
CHOMA,1985,4,0,26,12.2,,1/4/1985 6:00
CHOMA,1985,5,1.2,24.4,8.1,,1/5/1985 6:00
CHOMA,1985,6,0,22.5,4.3,,1/6/1985 6:00
CHOMA,1985,7,0,23.1,5.2,,1/7/1985 6:00
CHOMA,1985,8,0,24.5,7.9,,1/8/1985 6:00
CHOMA,1985,9,0,29.5,12.9,,1/9/1985 6:00
CHOMA,1985,10,24.6,30,15.8,,1/10/1985 6:00
CHOMA,1985,11,88.9,29.6,16.5,,1/11/1985 6:00
CHOMA,1985,12,194.6,26.8,17.1,,1/12/1985 6:00
CHOMA,1986,1,321.5,26,16.5,,1/1/1986 6:00
CHOMA,1986,2,214,26.5,15.9,,1/2/1986 6:00
CHOMA,1986,3,106.5,26.3,15.9,,1/3/1986 6:00
CHOMA,1986,4,97.6,25.6,13.9,,1/4/1986 6:00
CHOMA,1986,5,0,24.2,7.5,,1/5/1986 6:00
CHOMA,1986,6,0,22,4.3,,1/6/1986 6:00
CHOMA,1986,7,0,22.8,4.7,,1/7/1986 6:00
CHOMA,1986,8,0,26.8,7.3,,1/8/1986 6:00
CHOMA,1986,9,0,28.9,11.7,,1/9/1986 6:00
CHOMA,1986,10,173.7,29.6,16,,1/10/1986 6:00
CHOMA,1986,11,106.8,28.4,15.5,,1/11/1986 6:00
CHOMA,1986,12,204.2,27.7,16.1,,1/12/1986 6:00
CHOMA,1987,1,45.7,28.5,16.6,,1/1/1987 6:00
CHOMA,1987,2,37.2,29.3,15.9,,1/2/1987 6:00
CHOMA,1987,3,51.6,30,16.1,,1/3/1987 6:00
CHOMA,1987,4,0,29.4,12.1,,1/4/1987 6:00
CHOMA,1987,5,0.9,27.1,9.7,,1/5/1987 6:00
CHOMA,1987,6,0,23,4.5,,1/6/1987 6:00
CHOMA,1987,7,0,23.6,4.5,,1/7/1987 6:00
CHOMA,1987,8,0,26.6,8.8,,1/8/1987 6:00
CHOMA,1987,9,0,30.8,14.1,,1/9/1987 6:00
CHOMA,1987,10,10.8,31.1,14.5,,1/10/1987 6:00
CHOMA,1987,11,55.3,32.6,17.5,,1/11/1987 6:00
CHOMA,1987,12,174.1,27.8,18,,1/12/1987 6:00
CHOMA,1988,1,154,28.1,17.2,,1/1/1988 6:00
CHOMA,1988,2,184,27.2,16.9,,1/2/1988 6:00
CHOMA,1988,3,81.7,27,15.8,,1/3/1988 6:00
CHOMA,1988,4,27.6,9,9,,1/4/1988 6:00
CHOMA,1988,5,14.1,24.1,6.7,,1/5/1988 6:00
CHOMA,1988,6,4,24,5.5,,1/6/1988 6:00
CHOMA,1988,7,0,23.9,7.5,,1/7/1988 6:00
CHOMA,1988,8,0,25.9,11.6,,1/8/1988 6:00
CHOMA,1988,9,0,29.2,15.4,,1/9/1988 6:00
CHOMA,1988,10,46.5,9,15.7,,1/10/1988 6:00
CHOMA,1988,11,40.3,29.6,16.8,,1/11/1988 6:00
CHOMA,1988,12,116,27.3,17.1,,1/12/1988 6:00
CHOMA,1989,1,320.9,25.7,17.4,,1/1/1989 6:00
CHOMA,1989,2,429.2,25.2,15.7,,1/2/1989 6:00
CHOMA,1989,3,47.2,26.7,13.1,,1/3/1989 6:00
CHOMA,1989,4,14.1,25.7,8.1,,1/4/1989 6:00
CHOMA,1989,5,0,25.2,6.7,,1/5/1989 6:00
CHOMA,1989,6,0,23.5,5.2,,1/6/1989 6:00
CHOMA,1989,7,0,23.4,9,,1/7/1989 6:00
CHOMA,1989,8,0,26.5,12.2,,1/8/1989 6:00
CHOMA,1989,9,0,29.6,15.3,,1/9/1989 6:00
CHOMA,1989,10,19.5,30.1,16.6,,1/10/1989 6:00
CHOMA,1989,11,94.9,31,17.1,,1/11/1989 6:00
CHOMA,1989,12,153,29,17.8,,1/12/1989 6:00
CHOMA,1990,1,282.8,26.3,16.5,,1/1/1990 6:00
CHOMA,1990,2,251,27.3,14.8,,1/2/1990 6:00
CHOMA,1990,3,28.1,28.2,13.4,,1/3/1990 6:00
CHOMA,1990,4,60.4,27.2,9.8,,1/4/1990 6:00
CHOMA,1990,5,1.5,25.6,7.9,,1/5/1990 6:00
CHOMA,1990,6,0,25.3,5.9,,1/6/1990 6:00
CHOMA,1990,7,0,25.5,7.5,,1/7/1990 6:00
CHOMA,1990,8,0,25.3,11.5,,1/8/1990 6:00
CHOMA,1990,9,0,28.7,15.9,,1/9/1990 6:00
CHOMA,1990,10,5.2,32.1,16.9,,1/10/1990 6:00
CHOMA,1990,11,53.1,30.8,17.1,,1/11/1990 6:00
CHOMA,1990,12,168.9,28.3,17.7,,1/12/1990 6:00
CHOMA,1991,1,122.2,26.4,16.9,,1/1/1991 6:00
CHOMA,1991,2,152.9,27.7,16.4,,1/2/1991 6:00
CHOMA,1991,3,94.6,27.2,10.7,,1/3/1991 6:00
CHOMA,1991,4,0,25.9,8.5,,1/4/1991 6:00
CHOMA,1991,5,0,25.4,5.8,,1/5/1991 6:00
CHOMA,1991,6,0,24.2,6,,1/6/1991 6:00
CHOMA,1991,7,0,23,7.2,,1/7/1991 6:00
CHOMA,1991,8,0,26.3,13.1,,1/8/1991 6:00
CHOMA,1991,9,0,30.7,9,,1/9/1991 6:00
CHOMA,1991,10,24.6,9,16.5,,1/10/1991 6:00
CHOMA,1991,11,51.1,28.9,17.1,,1/11/1991 6:00
CHOMA,1991,12,148.5,27.4,16.5,,1/12/1991 6:00
CHOMA,1992,1,97.6,28.8,16.7,,1/1/1992 6:00
CHOMA,1992,2,10.8,31.6,17.4,,1/2/1992 6:00
CHOMA,1992,3,145.2,28.6,13.3,,1/3/1992 6:00
CHOMA,1992,4,0,28,9.2,,1/4/1992 6:00
CHOMA,1992,5,4.7,26.4,5.8,,1/5/1992 6:00
CHOMA,1992,6,0,24,5.2,,1/6/1992 6:00
CHOMA,1992,7,0,22.8,8,,1/7/1992 6:00
CHOMA,1992,8,0,25.3,12.9,,1/8/1992 6:00
CHOMA,1992,9,0,30.4,17.3,,1/9/1992 6:00
CHOMA,1992,10,3.5,32.2,17.5,,1/10/1992 6:00
CHOMA,1992,11,79.1,29.7,17.1,,1/11/1992 6:00
CHOMA,1992,12,186.4,27.1,16.6,,1/12/1992 6:00
CHOMA,1993,1,150.6,27,17.4,,1/1/1993 6:00
CHOMA,1993,2,270.9,26.1,16,,1/2/1993 6:00
CHOMA,1993,3,84.1,26.2,14.2,,1/3/1993 6:00
CHOMA,1993,4,16.7,26.8,9,,1/4/1993 6:00
CHOMA,1993,5,0,9,5.4,,1/5/1993 6:00
CHOMA,1993,6,0,23,7.3,,1/6/1993 6:00
CHOMA,1993,7,0.1,21.9,7.9,,1/7/1993 6:00
CHOMA,1993,8,5.9,25,11.1,,1/8/1993 6:00
CHOMA,1993,9,4.6,28.1,16.2,,1/9/1993 6:00
CHOMA,1993,10,0,32,17.5,,1/10/1993 6:00
CHOMA,1993,11,99.9,29.7,17,,1/11/1993 6:00
CHOMA,1993,12,140.8,28.1,17.2,,1/12/1993 6:00
CHOMA,1994,1,156.7,26.2,16.3,,1/1/1994 6:00
CHOMA,1994,2,122.8,26.7,14.2,,1/2/1994 6:00
CHOMA,1994,3,13.9,28.9,12,,1/3/1994 6:00
CHOMA,1994,4,1.7,28.1,7.4,,1/4/1994 6:00
CHOMA,1994,5,0,25.7,5,,1/5/1994 6:00
CHOMA,1994,6,0,22.8,5,,1/6/1994 6:00
CHOMA,1994,7,0,22.2,7.8,,1/7/1994 6:00
CHOMA,1994,8,0,25.3,12.1,,1/8/1994 6:00
CHOMA,1994,9,0,29.6,14.7,,1/9/1994 6:00
CHOMA,1994,10,20.6,29.7,18.2,,1/10/1994 6:00
CHOMA,1994,11,99.4,32.1,17.5,,1/11/1994 6:00
CHOMA,1994,12,66.4,28.9,17.1,,1/12/1994 6:00
CHOMA,1995,1,49.6,28.9,17.2,,1/1/1995 6:00
CHOMA,1995,2,127.8,27.4,15.8,,1/2/1995 6:00
CHOMA,1995,3,45.1,28.4,13.3,,1/3/1995 6:00
CHOMA,1995,4,0,28.9,11.8,,1/4/1995 6:00
CHOMA,1995,5,0,26.3,5.7,,1/5/1995 6:00
CHOMA,1995,6,0,23.6,5.6,,1/6/1995 6:00
CHOMA,1995,7,0,23.2,10.9,,1/7/1995 6:00
CHOMA,1995,8,0,26.9,13.5,,1/8/1995 6:00
CHOMA,1995,9,0,30,18.2,,1/9/1995 6:00
CHOMA,1995,10,124,32.6,17.5,,1/10/1995 6:00
CHOMA,1995,11,46.1,29.8,16.8,,1/11/1995 6:00
CHOMA,1995,12,158.4,27.1,17.3,,1/12/1995 6:00
CHOMA,1996,1,275.4,26.7,17.4,,1/1/1996 6:00
CHOMA,1996,2,193.6,26.4,15.8,,1/2/1996 6:00
CHOMA,1996,3,105.5,26.5,11.5,,1/3/1996 6:00
CHOMA,1996,4,0,25.8,9.9,,1/4/1996 6:00
CHOMA,1996,5,25,24.8,6,,1/5/1996 6:00
CHOMA,1996,6,0.6,22.5,4.8,,1/6/1996 6:00
CHOMA,1996,7,0,23.4,9.5,,1/7/1996 6:00
CHOMA,1996,8,0,27.8,13.2,,1/8/1996 6:00
CHOMA,1996,9,0,30.6,15.7,,1/9/1996 6:00
CHOMA,1996,10,0,32.4,17.7,,1/10/1996 6:00
CHOMA,1996,11,122.2,29.8,17.4,,1/11/1996 6:00
CHOMA,1996,12,137,27.3,17.7,,1/12/1996 6:00
CHOMA,1997,1,280,26,16.5,,1/1/1997 6:00
CHOMA,1997,2,243,25.6,16.3,,1/2/1997 6:00
CHOMA,1997,3,239.9,26.4,12.8,,1/3/1997 6:00
CHOMA,1997,4,50.4,25.9,8.1,,1/4/1997 6:00
CHOMA,1997,5,0,24.5,7.5,,1/5/1997 6:00
CHOMA,1997,6,4.5,25,7.2,,1/6/1997 6:00
CHOMA,1997,7,0,22.1,8.8,,1/7/1997 6:00
CHOMA,1997,8,0,26.4,14,,1/8/1997 6:00
CHOMA,1997,9,20,28.6,16,,1/9/1997 6:00
CHOMA,1997,10,0.2,29.8,18.1,,1/10/1997 6:00
CHOMA,1997,11,134.8,30.3,17.6,,1/11/1997 6:00
CHOMA,1997,12,48.5,28.7,18.5,,1/12/1997 6:00
CHOMA,1998,1,266.7,26.9,17.7,,1/1/1998 6:00
CHOMA,1998,2,95.8,28.6,17.1,,1/2/1998 6:00
CHOMA,1998,3,107.3,28.4,13.1,,1/3/1998 6:00
CHOMA,1998,4,0.4,27.5,7.6,,1/4/1998 6:00
CHOMA,1998,5,0,26.5,5.1,,1/5/1998 6:00
CHOMA,1998,6,0,24.4,6.4,,1/6/1998 6:00
CHOMA,1998,7,0,23.4,9.6,,1/7/1998 6:00
CHOMA,1998,8,0,25.1,13.5,,1/8/1998 6:00
CHOMA,1998,9,0,29.7,17,,1/9/1998 6:00
CHOMA,1998,10,0,32.6,17.8,,1/10/1998 6:00
CHOMA,1998,11,30.4,31,17.3,,1/11/1998 6:00
CHOMA,1998,12,263,26.2,17.5,,1/12/1998 6:00
CHOMA,1999,1,204.2,26,16.6,,1/1/1999 6:00
CHOMA,1999,2,120.6,26.6,16.2,,1/2/1999 6:00
CHOMA,1999,3,127.5,26.6,12.3,,1/3/1999 6:00
CHOMA,1999,4,1.3,26.4,8.4,,1/4/1999 6:00
CHOMA,1999,5,0,26,6,,1/5/1999 6:00
CHOMA,1999,6,0,23.9,6.3,,1/6/1999 6:00
CHOMA,1999,7,0,22.3,8.8,,1/7/1999 6:00
CHOMA,1999,8,3.5,25.3,12,,1/8/1999 6:00
CHOMA,1999,9,0,28.6,15.2,,1/9/1999 6:00
CHOMA,1999,10,3.4,29.9,16.3,,1/10/1999 6:00
CHOMA,1999,11,72.2,30.6,16.8,,1/11/1999 6:00
CHOMA,1999,12,78.6,27.9,17.3,,1/12/1999 6:00
CHOMA,2000,1,175.8,26.9,17.2,,1/1/2000 6:00
CHOMA,2000,2,267.5,26.4,17,,1/2/2000 6:00
CHOMA,2000,3,155.6,26.6,13.4,,1/3/2000 6:00
CHOMA,2000,4,47.4,25.8,10.7,,1/4/2000 6:00
CHOMA,2000,5,59.4,23.7,9.1,,1/5/2000 6:00
CHOMA,2000,6,29.2,22.3,5.6,,1/6/2000 6:00
CHOMA,2000,7,0,22,7.8,,1/7/2000 6:00
CHOMA,2000,8,0,23.9,12.5,,1/8/2000 6:00
CHOMA,2000,9,0,29.5,14.6,,1/9/2000 6:00
CHOMA,2000,10,0,31.1,16.4,,1/10/2000 6:00
CHOMA,2000,11,97.2,29.7,16.7,,1/11/2000 6:00
CHOMA,2000,12,216.8,27.3,16.8,,1/12/2000 6:00
CHOMA,2001,1,174.2,28.2,17.4,,1/1/2001 6:00
CHOMA,2001,2,263.4,26.1,16.3,,1/2/2001 6:00
CHOMA,2001,3,127.7,26.1,13.7,,1/3/2001 6:00
CHOMA,2001,4,25.1,26.8,8.1,,1/4/2001 6:00
CHOMA,2001,5,0,24.8,5.9,,1/5/2001 6:00
CHOMA,2001,6,0,22.9,9,,1/6/2001 6:00
CHOMA,2001,7,1.3,9,9.6,,1/7/2001 6:00
CHOMA,2001,8,0,27.8,13,,1/8/2001 6:00
CHOMA,2001,9,4.3,30.9,14.8,,1/9/2001 6:00
CHOMA,2001,10,4.5,31.4,17.7,,1/10/2001 6:00
CHOMA,2001,11,107.8,29.7,17.1,,1/11/2001 6:00
CHOMA,2001,12,128.3,28.7,16.7,,1/12/2001 6:00
CHOMA,2002,1,159.9,28.3,16.3,,1/1/2002 6:00
CHOMA,2002,2,43.7,29.2,16.2,,1/2/2002 6:00
CHOMA,2002,3,31.5,30,12.9,,1/3/2002 6:00
CHOMA,2002,4,140,26.8,8.7,,1/4/2002 6:00
CHOMA,2002,5,0,26.3,7,,1/5/2002 6:00
CHOMA,2002,6,3.7,22.5,7.7,,1/6/2002 6:00
CHOMA,2002,7,0,26.5,10.1,,1/7/2002 6:00
CHOMA,2002,8,0,26.7,12.3,,1/8/2002 6:00
CHOMA,2002,9,7.6,29.1,15.9,,1/9/2002 6:00
CHOMA,2002,10,42.3,30.7,16.2,,1/10/2002 6:00
CHOMA,2002,11,48,29.9,17.5,,1/11/2002 6:00
CHOMA,2002,12,95.4,29.3,17.6,,1/12/2002 6:00
CHOMA,2003,1,150,29.7,17.8,,1/1/2003 6:00
CHOMA,2003,2,116.6,27.8,15.9,,1/2/2003 6:00
CHOMA,2003,3,213.9,26.4,11.8,,1/3/2003 6:00
CHOMA,2003,4,3.6,26.6,8.5,,1/4/2003 6:00
CHOMA,2003,5,0,25.8,8.5,,1/5/2003 6:00
CHOMA,2003,6,3.6,23,4.9,,1/6/2003 6:00
CHOMA,2003,7,0,22,8.6,,1/7/2003 6:00
CHOMA,2003,8,0,27.2,9,,1/8/2003 6:00
CHOMA,2003,9,0,30.5,16.1,,1/9/2003 6:00
CHOMA,2003,10,39.3,31.1,17.8,,1/10/2003 6:00
CHOMA,2003,11,35.3,31.2,17.1,,1/11/2003 6:00
CHOMA,2003,12,184.8,28.7,17.9,,1/12/2003 6:00
CHOMA,2004,1,216.8,28,16.8,,1/1/2004 6:00
CHOMA,2004,2,172.6,9,17.1,,1/2/2004 6:00
CHOMA,2004,3,274.3,9,14.2,,1/3/2004 6:00
CHOMA,2004,4,31,9,9,,1/4/2004 6:00
CHOMA,2004,5,0,9,6.4,,1/5/2004 6:00
CHOMA,2004,6,0,9,5,,1/6/2004 6:00
CHOMA,2004,7,0,9,9.2,,1/7/2004 6:00
CHOMA,2004,8,0,9,12.3,,1/8/2004 6:00
CHOMA,2004,9,0,9,15.1,,1/9/2004 6:00
CHOMA,2004,10,24.9,9,16.7,,1/10/2004 6:00
CHOMA,2004,11,10.5,9,17.9,,1/11/2004 6:00
CHOMA,2004,12,162.1,9,17.5,,1/12/2004 6:00
CHOMA,2005,1,201.3,9,9,,1/1/2005 6:00
CHOMA,2005,2,71.6,9,16.5,,1/2/2005 6:00
CHOMA,2005,3,32.1,9,9,,1/3/2005 6:00
CHOMA,2005,4,22.4,9,9,,1/4/2005 6:00
CHOMA,2005,5,0,9,9,,1/5/2005 6:00
CHOMA,2005,6,0,9,9,,1/6/2005 6:00
CHOMA,2005,7,0,9,9,,1/7/2005 6:00
CHOMA,2005,8,0,9,9,,1/8/2005 6:00
CHOMA,2005,9,0,9,9,,1/9/2005 6:00
CHOMA,2005,10,0,9,9,,1/10/2005 6:00
CHOMA,2005,11,85,9,9,,1/11/2005 6:00
CHOMA,2005,12,210,9,9,,1/12/2005 6:00
CHOMA,2006,1,293.8,9,9,,1/1/2006 6:00
CHOMA,2006,2,216.5,9,16.3,,1/2/2006 6:00
CHOMA,2006,3,107.1,25.8,13.3,,1/3/2006 6:00
CHOMA,2006,4,1.2,26.7,9,,1/4/2006 6:00
CHOMA,2006,5,0,26.5,6.2,,1/5/2006 6:00
CHOMA,2006,6,0,23,5.9,,1/6/2006 6:00
CHOMA,2006,7,0,24.1,8.9,,1/7/2006 6:00
CHOMA,2006,8,0,27.2,10.8,,1/8/2006 6:00
CHOMA,2006,9,0,27.8,9,,1/9/2006 6:00
CHOMA,2006,10,6.8,9,17.6,,1/10/2006 6:00
CHOMA,2006,11,143.3,30.4,18,,1/11/2006 6:00
CHOMA,2006,12,221.4,29.3,17.6,,1/12/2006 6:00
CHOMA,2007,1,367.3,27.1,17.2,,1/1/2007 6:00
CHOMA,2007,2,72.5,28.4,16.1,,1/2/2007 6:00
CHOMA,2007,3,72.1,29.1,13.3,,1/3/2007 6:00
CHOMA,2007,4,48.2,27.7,8.4,,1/4/2007 6:00
CHOMA,2007,5,0,26.3,7,,1/5/2007 6:00
CHOMA,2007,6,0,24.5,7,,1/6/2007 6:00
CHOMA,2007,7,0,24.6,7.9,,1/7/2007 6:00
CHOMA,2007,8,0,26.9,12.8,,1/8/2007 6:00
CHOMA,2007,9,6.1,30.7,16.6,,1/9/2007 6:00
CHOMA,2007,10,0,31.7,17.1,,1/10/2007 6:00
CHOMA,2007,11,84,29.9,17.2,,1/11/2007 6:00
CHOMA,2007,12,419.9,24.9,17.3,,1/12/2007 6:00
CHOMA,2008,1,299.5,25.5,15.6,,1/1/2008 6:00
CHOMA,2008,2,71,27.9,14.2,,1/2/2008 6:00
CHOMA,2008,3,116.1,9,10.7,,1/3/2008 6:00
CHOMA,2008,4,8.4,26.6,8.6,,1/4/2008 6:00
CHOMA,2008,5,6.2,25.9,5.6,,1/5/2008 6:00
CHOMA,2008,6,0,23.3,6.8,,1/6/2008 6:00
CHOMA,2008,7,0,24,8,,1/7/2008 6:00
CHOMA,2008,8,0,26.7,12.1,,1/8/2008 6:00
CHOMA,2008,9,0,31.7,15.6,,1/9/2008 6:00
CHOMA,2008,10,4.7,32.7,17.5,,1/10/2008 6:00
CHOMA,2008,11,177,30.8,17.4,,1/11/2008 6:00
CHOMA,2008,12,190.7,26.9,17.1,,1/12/2008 6:00
CHOMA,2009,1,192.2,27.4,15.9,,1/1/2009 6:00
CHOMA,2009,2,119.4,27.1,15.6,,1/2/2009 6:00
CHOMA,2009,3,120.8,25.7,11.1,,1/3/2009 6:00
CHOMA,2009,4,0,25.6,8.5,,1/4/2009 6:00
CHOMA,2009,5,49.8,24.7,7.2,,1/5/2009 6:00
CHOMA,2009,6,1,24.3,9,,1/6/2009 6:00
CHOMA,2009,7,0,9,9,,1/7/2009 6:00
CHOMA,2009,8,0,9,17.1,,1/8/2009 6:00
CHOMA,2009,9,0,28.1,17.5,,1/9/2009 6:00
CHOMA,2009,10,10.3,27.9,17.4,,1/10/2009 6:00
CHOMA,2009,12,107.3,9,17.7,,1/12/2009 6:00
CHOMA,2010,1,192.5,26.8,16.6,,1/1/2010 6:00
CHOMA,2010,2,152.7,26.6,15.6,,1/2/2010 6:00
CHOMA,2010,3,205.4,26.9,10.2,,1/3/2010 6:00
CHOMA,2010,4,62.6,26.5,6.3,,1/4/2010 6:00
CHOMA,2010,5,3.7,22.9,7.1,,1/5/2010 6:00
CHOMA,2010,6,0,22.6,6.9,,1/6/2010 6:00
CHOMA,2010,7,0,25,11.6,,1/7/2010 6:00
CHOMA,2010,8,0,30.3,16.7,,1/8/2010 6:00
CHOMA,2010,9,0,34.2,17.4,,1/9/2010 6:00
CHOMA,2010,10,6.9,31.2,16.9,,1/10/2010 6:00
CHOMA,2010,11,115.8,26.7,17.5,,1/11/2010 6:00
CHOMA,2010,12,270.5,25.9,15.6,,1/12/2010 6:00
CHOMA,2011,1,202.1,27.6,16,,1/1/2011 6:00
CHOMA,2011,2,132.4,26.8,9,,1/2/2011 6:00
CHOMA,2011,3,87,9,8.5,,1/3/2011 6:00
CHOMA,2011,4,10.1,26.3,5.8,,1/4/2011 6:00
CHOMA,2011,5,0,24.6,5.4,,1/5/2011 6:00
CHOMA,2011,6,1.4,23.5,9,,1/6/2011 6:00
CHOMA,2011,7,0,9,11.6,,1/7/2011 6:00
CHOMA,2011,8,0,29.9,,,1/8/2011 6:00
CHOMA,2011,9,0,,,,1/9/2011 6:00
CHOMA,2016,1,71.7,30.82,18.6,,1/1/2016 6:00
CHOMA,2016,2,90.8,29.7,18.2,,1/2/2016 6:00
CHOMA,2016,3,189.1,28,18.3,,1/3/2016 6:00
CHOMA,2016,4,26.9,26.5,13.6,,1/4/2016 6:00
CHOMA,2016,5,0,24.8,9.3,,1/5/2016 6:00
CHOMA,2016,6,0,23.3,8.1,,1/6/2016 6:00
CHOMA,2016,7,0,25.1,7,,1/7/2016 6:00
CHOMA,2016,8,0,27,9.4,,1/8/2016 6:00
CHOMA,2016,9,0,31.4,14.4,,1/9/2016 6:00
CHOMA,2016,10,1,34.7,17.9,,1/10/2016 6:00
CHOMA,2016,11,72.9,31.2,19,,1/11/2016 6:00
CHOMA,2016,12,89.3,28.5,18.2,,1/12/2016 6:00
CHOMA,2017,1,124.6,26.36,16.1,1.4,1/1/2017 6:00
CHOMA,2017,2,206.7,27.1,17.8,-9.99,1/2/2017 6:00
CHOMA,2017,3,,,,-9.99,1/3/2017 6:00
CHOMA,2017,4,14.3,25.4,13.9,2,1/4/2017 6:00
CHOMA,2017,5,0,25.5,10.2,1.1,1/5/2017 6:00
CHOMA,2017,6,0,24.1,8,1.9,1/6/2017 6:00
CHOMA,2017,7,0,23.7,6.8,1.7,1/7/2017 6:00
CHOMA,2017,8,0,26.5,8.3,2.1,1/8/2017 6:00
CHOMA,2017,9,0,30.9,13,3.2,1/9/2017 6:00
CHOMA,2017,10,9.4,32.7,16,2.4,1/10/2017 6:00
CHOMA,2017,11,79.6,29.6,17.4,-9.99,1/11/2017 6:00
CHOMA,2017,12,200.9,28.6,17.7,1.4,1/12/2017 6:00
CHOMA,2018,1,29.6,30.05,16.6,0.5,1/1/2018 6:00
CHOMA,2018,2,273,26.4,18,0.9,1/2/2018 6:00
CHOMA,2018,3,195.5,27.7,17.1,0.4,1/3/2018 6:00
CHOMA,2018,4,58.8,26,14.2,0.4,1/4/2018 6:00
CHOMA,2018,5,8.1,26,11.3,0.4,1/5/2018 6:00
CHOMA,2018,6,0,23.7,5.6,0.5,1/6/2018 6:00
CHOMA,2018,7,1.2,22.3,5.5,1.8,1/7/2018 6:00
CHOMA,2018,8,0,29,10.5,1.4,1/8/2018 6:00
CHOMA,2018,9,0,31.8,13.5,1.6,1/9/2018 6:00
CHOMA,2018,10,0,30.9,14.7,0.6,1/10/2018 6:00
CHOMA,2018,11,0,32,17.4,1.1,1/11/2018 6:00
CHOMA,2018,12,52.9,30.2,18,0.9,1/12/2018 6:00
CHOMA,2019,1,111.6,28.13,17.8,0.3,1/1/2019 6:00
CHOMA,2019,2,48.6,29.1,17.1,0.3,1/2/2019 6:00
CHOMA,2019,3,0,32.2,16.6,0.2,1/3/2019 6:00
CHOMA,2019,4,32.6,28.7,15.6,0.5,1/4/2019 6:00
CHOMA,2019,5,0,26.7,10.1,1,1/5/2019 6:00
CHOMA,2019,6,0,23.7,6.6,1.1,1/6/2019 6:00
CHOMA,2019,7,,,,-9.99,1/7/2019 6:00
CHOMA,2019,8,0,27.3,10.8,2.2,1/8/2019 6:00
CHOMA,2019,9,0,30.2,12.4,0.1,1/9/2019 6:00
CHOMA,2019,10,0,33.9,17.4,0.3,1/10/2019 6:00
CHOMA,2019,11,80.6,32.2,19.2,0.2,1/11/2019 6:00
CHOMA,2019,12,41.9,31.3,18.8,0.1,1/12/2019 6:00
CHOMA,2020,1,103,28.79,18.3,0.1,1/1/2020 6:00
CHOMA,2020,2,113.3,27.3,18,0,1/2/2020 6:00
CHOMA,2020,3,58.9,27.1,16.7,0,1/3/2020 6:00
CHOMA,2020,4,2.9,28,14.2,0,1/4/2020 6:00
CHOMA,2020,5,0,26.1,8.9,0,1/5/2020 6:00
CHOMA,2020,6,0,23.3,7.3,0,1/6/2020 6:00
CHOMA,2020,7,0,22.9,6,0.5,1/7/2020 6:00
CHOMA,2020,8,0,27.6,9.2,3.8,1/8/2020 6:00
CHOMA,2020,9,0,30.5,13.4,4.4,1/9/2020 6:00
