Station,Year,Month,Rainfall,TMax,Tmin,WindSp,Timestamp
KAFIRONDA,2012,10,4,34,13.8,2.1,1/10/2012 6:00
KAFIRONDA,2012,11,107.5,31.3,16.6,1.9,1/11/2012 6:00
KAFIRONDA,2012,12,314.2,28.5,17.4,1.5,1/12/2012 6:00
KAFIRONDA,2013,1,423.9,28.4,17.6,1.6,1/1/2013 6:00
KAFIRONDA,2013,2,228.5,28.6,17.3,1.6,1/2/2013 6:00
KAFIRONDA,2013,3,190.1,28.4,15.8,1.3,1/3/2013 6:00
KAFIRONDA,2013,4,7.6,29.3,11.2,1.1,1/4/2013 6:00
KAFIRONDA,2013,5,2.1,28.5,7.6,,1/5/2013 6:00
KAFIRONDA,2013,6,0,27.2,3.3,,1/6/2013 6:00
KAFIRONDA,2013,7,,,,-9.99,1/7/2013 6:00
KAFIRONDA,2013,8,,,,-9.99,1/8/2013 6:00
KAFIRONDA,2013,9,,,,-9.99,1/9/2013 6:00
KAFIRONDA,2013,10,,,,-9.99,1/10/2013 6:00
KAFIRONDA,2013,11,,,,-9.99,1/11/2013 6:00
KAFIRONDA,2013,12,,,,-9.99,1/12/2013 6:00
KAFIRONDA,2014,1,,,,-9.99,1/1/2014 6:00
KAFIRONDA,2014,2,383.5,27.5,17.7,,1/2/2014 6:00
KAFIRONDA,2014,3,224.7,28.4,16.9,,1/3/2014 6:00
KAFIRONDA,2014,5,0,28.3,8.4,,1/5/2014 6:00
KAFIRONDA,2014,6,0,27.3,4.8,,1/6/2014 6:00
KAFIRONDA,2014,7,0,26.9,3.3,,1/7/2014 6:00
KAFIRONDA,2014,8,0,29.4,6.2,,1/8/2014 6:00
KAFIRONDA,2014,9,5.4,31.3,9.1,,1/9/2014 6:00
KAFIRONDA,2014,10,23.8,33.4,13.7,,1/10/2014 6:00
KAFIRONDA,2014,11,,,,,1/11/2014 6:00
KAFIRONDA,2014,12,,,,,1/12/2014 6:00
KAFIRONDA,2015,1,200.5,9,9,,1/1/2015 6:00
KAFIRONDA,2015,2,251,9,9,,1/2/2015 6:00
KAFIRONDA,2015,3,58.1,29.7,9,,1/3/2015 6:00
KAFIRONDA,2015,4,174.3,27.3,,,1/4/2015 6:00
KAFIRONDA,2015,5,3.2,27.9,,,1/5/2015 6:00
KAFIRONDA,2015,6,,,,-9.99,1/6/2015 6:00
KAFIRONDA,2015,7,,,,-9.99,1/7/2015 6:00
KAFIRONDA,2015,8,,,,-9.99,1/8/2015 6:00
KAFIRONDA,2015,9,,,,-9.99,1/9/2015 6:00
KAFIRONDA,2015,10,,,,-9.99,1/10/2015 6:00
KAFIRONDA,2015,11,,,,-9.99,1/11/2015 6:00
KAFIRONDA,2015,12,,,,-9.99,1/12/2015 6:00
KAFIRONDA,2016,1,,,,,1/1/2016 6:00
KAFIRONDA,2016,2,26,29.3,18.2,1,1/2/2016 6:00
KAFIRONDA,2016,3,30.9,29.7,17.7,1,1/3/2016 6:00
KAFIRONDA,2016,4,2.2,28.1,14.7,1,1/4/2016 6:00
KAFIRONDA,2016,5,0,27.3,6.9,,1/5/2016 6:00
KAFIRONDA,2016,6,0,26.8,3.3,,1/6/2016 6:00
KAFIRONDA,2016,7,0,26.4,3.2,,1/7/2016 6:00
KAFIRONDA,2016,8,0,29.9,6.4,,1/8/2016 6:00
KAFIRONDA,2016,9,0,32,9.8,,1/9/2016 6:00
KAFIRONDA,2016,10,0,34.8,12.4,,1/10/2016 6:00
KAFIRONDA,2016,11,114.2,31.9,16.5,,1/11/2016 6:00
KAFIRONDA,2016,12,179.1,28.6,17.4,,1/12/2016 6:00
KAFIRONDA,2017,1,217.1,27.3,17.7,,1/1/2017 6:00
KAFIRONDA,2017,2,308.7,27.3,22.5,,1/2/2017 6:00
KAFIRONDA,2017,3,270.6,28.4,15,,1/3/2017 6:00
KAFIRONDA,2017,4,237.5,28,15.2,,1/4/2017 6:00
KAFIRONDA,2017,5,3.6,28,11.2,,1/5/2017 6:00
KAFIRONDA,2017,6,0,26.7,5.1,,1/6/2017 6:00
KAFIRONDA,2017,7,0,26.6,3.6,,1/7/2017 6:00
KAFIRONDA,2017,8,0,29.3,5.3,1.4,1/8/2017 6:00
KAFIRONDA,2017,9,0,31.9,8.7,1.8,1/9/2017 6:00
KAFIRONDA,2017,10,40.7,33.3,13.9,1.9,1/10/2017 6:00
KAFIRONDA,2017,11,306,30,16.7,,1/11/2017 6:00
KAFIRONDA,2017,12,312.1,28.8,17.7,1.2,1/12/2017 6:00
KAFIRONDA,2018,1,149.6,29.94,16.5,1.3,1/1/2018 6:00
KAFIRONDA,2018,2,224.2,29.5,17.5,1.4,1/2/2018 6:00
KAFIRONDA,2018,3,322.1,28.5,17,1.2,1/3/2018 6:00
KAFIRONDA,2018,4,40.1,28.4,13.9,1.2,1/4/2018 6:00
KAFIRONDA,2018,5,4.3,28.5,11.1,1.2,1/5/2018 6:00
KAFIRONDA,2018,6,0,26.5,5.1,1.3,1/6/2018 6:00
KAFIRONDA,2018,7,0,25.5,4.8,,1/7/2018 6:00
KAFIRONDA,2018,8,0,,6.2,,1/8/2018 6:00
KAFIRONDA,2018,9,0,33.7,11.1,,1/9/2018 6:00
KAFIRONDA,2018,10,0,32.2,12.5,,1/10/2018 6:00
KAFIRONDA,2018,11,117.4,31.7,15.9,,1/11/2018 6:00
KAFIRONDA,2018,12,437,28.5,17.7,,1/12/2018 6:00
KAFIRONDA,2019,1,283.9,28.11,18,,1/1/2019 6:00
KAFIRONDA,2019,2,152.9,29.1,23.1,,1/2/2019 6:00
KAFIRONDA,2019,3,203.6,29.9,16.6,,1/3/2019 6:00
KAFIRONDA,2019,4,56.5,29.3,15.5,,1/4/2019 6:00
KAFIRONDA,2019,5,5.9,28.3,9.5,,1/5/2019 6:00
KAFIRONDA,2019,6,0,26.4,3.3,,1/6/2019 6:00
KAFIRONDA,2019,7,0,27.6,3.5,,1/7/2019 6:00
KAFIRONDA,2019,8,0,29.4,7.4,,1/8/2019 6:00
KAFIRONDA,2019,9,0,31.8,9.7,,1/9/2019 6:00
KAFIRONDA,2019,10,0,34.2,14.5,,1/10/2019 6:00
KAFIRONDA,2019,11,133.4,32.2,17.4,,1/11/2019 6:00
KAFIRONDA,2019,12,230.7,29.1,17.7,,1/12/2019 6:00
KAFIRONDA,2020,1,184.4,28.69,18,,1/1/2020 6:00
KAFIRONDA,2020,2,286,29.2,17.9,,1/2/2020 6:00
KAFIRONDA,2020,3,355.5,29.4,17.4,,1/3/2020 6:00
KAFIRONDA,2020,4,27.4,29.6,14.1,,1/4/2020 6:00
KAFIRONDA,2020,5,0,28.7,8.6,,1/5/2020 6:00
KAFIRONDA,2020,6,0,26.8,5.7,,1/6/2020 6:00
KAFIRONDA,2020,7,,,,,1/7/2020 6:00
KAFIRONDA,2020,8,45,33.2,15.6,,1/8/2020 6:00
KAFIRONDA,2020,9,,,,,1/9/2020 6:00
KAFIRONDA,2020,10,,,,,1/10/2020 6:00
KAFIRONDA,2020,11,,,,,1/11/2020 6:00
KAFIRONDA,2020,12,,,,,1/12/2020 6:00
KAFIRONDA,2021,1,,,,,1/1/2021 6:00
KAFIRONDA,2021,2,,,,,1/2/2021 6:00
KAFIRONDA,2021,3,,,,,1/3/2021 6:00
KAFIRONDA,2021,4,,,,,1/4/2021 6:00
KAFIRONDA,2021,5,,,,,1/5/2021 6:00
KAFIRONDA,2021,6,0,26.8,4.4,0.3,1/6/2021 6:00
KAFIRONDA,2021,7,0,25.8,3.4,0.5,1/7/2021 6:00
KAFIRONDA,2021,8,0,29.7,5.9,1.5,1/8/2021 6:00
KAFIRONDA,2021,9,,,,,1/9/2021 6:00
KAFIRONDA,2021,10,35.3,33.8,14.7,1.8,1/10/2021 6:00
KAFIRONDA,2021,11,,,,,1/11/2021 6:00
KAFIRONDA,2021,12,,,,,1/12/2021 6:00
KAFIRONDA,2022,1,308.6,28.49,17.4,1.3,1/1/2022 6:00
KAFIRONDA,2022,2,433.7,27.9,17.1,1.2,1/2/2022 6:00
KAFIRONDA,2022,3,,29.6,16.9,1.2,1/3/2022 6:00
KAFIRONDA,2022,4,,29.2,15.2,1.1,1/4/2022 6:00
KAFIRONDA,2022,5,0,28.3,8.5,1.1,1/5/2022 6:00
KAFIRONDA,2022,6,0,25.8,3.7,1.5,1/6/2022 6:00
KAFIRONDA,2022,7,0,26.6,5.1,1.4,1/7/2022 6:00
KAFIRONDA,2022,8,0,29.8,5.9,1.7,1/8/2022 6:00
KAFIRONDA,2022,9,0,32.1,10,1.9,1/9/2022 6:00
KAFIRONDA,2022,10,0,33.2,12.9,0.3,1/10/2022 6:00
KAFIRONDA,2022,11,142.1,30,17.5,1.6,1/11/2022 6:00
KAFIRONDA,2022,12,383,28.2,17,,1/12/2022 6:00
KAFIRONDA,2023,1,508.2,28.03,17.2,1.7,1/1/2023 6:00
KAFIRONDA,2023,2,219,29,17.3,0.7,1/2/2023 6:00
KAFIRONDA,2023,3,181.1,29.1,17.3,0.5,1/3/2023 6:00
KAFIRONDA,2023,4,20.2,28.3,14.1,1.1,1/4/2023 6:00
KAFIRONDA,2023,5,0,29.3,8.3,1,1/5/2023 6:00
KAFIRONDA,2023,6,0,28.7,5.2,1.2,1/6/2023 6:00
KAFIRONDA,2023,7,,27.3,4.5,1.7,1/7/2023 6:00
KAFIRONDA,2023,8,0,29.6,6.2,1.6,1/8/2023 6:00
KAFIRONDA,2023,9,0,33.5,10.1,1.8,1/9/2023 6:00
KAFIRONDA,2023,10,32.8,34.4,15.2,1.9,1/10/2023 6:00
KAFIRONDA,2023,11,77.7,31.7,17.3,1.8,1/11/2023 6:00
KAFIRONDA,2023,12,270.6,30.6,17.6,1.6,1/12/2023 6:00
KAFUE POLDER,1961,7,0,23.7,10.7,,1/7/1961 6:00
KAFUE POLDER,1961,8,0,25.1,9.2,,1/8/1961 6:00
KAFUE POLDER,1961,9,0,29.8,11.9,,1/9/1961 6:00
KAFUE POLDER,1961,10,0,32.9,15.2,,1/10/1961 6:00
KAFUE POLDER,1961,11,107.9,28.5,17.1,,1/11/1961 6:00
KAFUE POLDER,1961,12,189.2,28.6,17.5,,1/12/1961 6:00
KAFUE POLDER,1962,1,210.3,27.6,18.4,,1/1/1962 6:00
KAFUE POLDER,1962,2,170.4,27.9,18,,1/2/1962 6:00
KAFUE POLDER,1962,3,31.7,28.3,16.2,,1/3/1962 6:00
KAFUE POLDER,1962,4,101.1,27.7,15.6,,1/4/1962 6:00
KAFUE POLDER,1962,5,0,24.1,9.7,,1/5/1962 6:00
KAFUE POLDER,1962,6,0,25.6,9.2,,1/6/1962 6:00
KAFUE POLDER,1962,7,0,24.1,10.4,,1/7/1962 6:00
KAFUE POLDER,1962,8,0,26.6,11.2,,1/8/1962 6:00
KAFUE POLDER,1962,9,0,30,13.1,,1/9/1962 6:00
KAFUE POLDER,1962,10,0,33.5,14.6,,1/10/1962 6:00
KAFUE POLDER,1962,11,169.7,29.7,18.2,,1/11/1962 6:00
KAFUE POLDER,1962,12,420.4,26.8,18.8,,1/12/1962 6:00
KAFUE POLDER,1963,1,148.6,28.3,17.9,,1/1/1963 6:00
KAFUE POLDER,1963,2,202.9,27.1,18.7,,1/2/1963 6:00
KAFUE POLDER,1963,3,31,27.6,16.8,,1/3/1963 6:00
KAFUE POLDER,1963,4,5.8,27.6,14,,1/4/1963 6:00
KAFUE POLDER,1963,5,0,25.4,9.1,,1/5/1963 6:00
KAFUE POLDER,1963,6,0,24.7,7.5,,1/6/1963 6:00
KAFUE POLDER,1963,7,0,25.5,7.4,,1/7/1963 6:00
KAFUE POLDER,1963,8,0,27.8,8.5,,1/8/1963 6:00
KAFUE POLDER,1963,9,0,31.5,13.1,,1/9/1963 6:00
KAFUE POLDER,1963,10,18.5,33.7,17.5,,1/10/1963 6:00
KAFUE POLDER,1963,11,58.9,31.2,17.8,,1/11/1963 6:00
KAFUE POLDER,1963,12,142.5,28.2,17.6,,1/12/1963 6:00
KAFUE POLDER,1964,1,258.8,28.3,17.9,,1/1/1964 6:00
KAFUE POLDER,1964,2,165.6,28.7,18.4,,1/2/1964 6:00
KAFUE POLDER,1964,3,12.7,30.6,15.3,,1/3/1964 6:00
KAFUE POLDER,1964,4,0,29.1,12,,1/4/1964 6:00
KAFUE POLDER,1964,5,0,26,8.3,,1/5/1964 6:00
KAFUE POLDER,1964,6,0,25,6.5,,1/6/1964 6:00
KAFUE POLDER,1964,7,0,23.1,4.4,,1/7/1964 6:00
KAFUE POLDER,1964,8,0,27,9.6,,1/8/1964 6:00
KAFUE POLDER,1964,9,0,30.5,11.7,,1/9/1964 6:00
KAFUE POLDER,1964,10,3,33.8,17,,1/10/1964 6:00
KAFUE POLDER,1964,11,80.5,30.1,17.7,,1/11/1964 6:00
KAFUE POLDER,1964,12,255,27.6,17.7,,1/12/1964 6:00
KAFUE POLDER,1965,1,137.7,27.3,18,,1/1/1965 6:00
KAFUE POLDER,1965,2,71.9,28.8,17.2,,1/2/1965 6:00
KAFUE POLDER,1965,3,71.1,28.8,14.9,,1/3/1965 6:00
KAFUE POLDER,1965,4,0,29,12,,1/4/1965 6:00
KAFUE POLDER,1965,5,0,26.1,7.7,,1/5/1965 6:00
KAFUE POLDER,1965,6,0,25.4,6.8,,1/6/1965 6:00
KAFUE POLDER,1965,7,0,24.8,6.1,,1/7/1965 6:00
KAFUE POLDER,1965,8,0,27.7,8.6,,1/8/1965 6:00
KAFUE POLDER,1965,9,9.4,30.3,13.7,,1/9/1965 6:00
KAFUE POLDER,1965,10,18.5,32.2,15.3,,1/10/1965 6:00
KAFUE POLDER,1965,11,80.3,32.3,18.6,,1/11/1965 6:00
KAFUE POLDER,1965,12,42.7,31.3,17.8,,1/12/1965 6:00
KAFUE POLDER,1966,1,254.3,30.1,18.3,,1/1/1966 6:00
KAFUE POLDER,1966,2,272.8,27.6,19.2,,1/2/1966 6:00
KAFUE POLDER,1966,3,52.8,28.3,15.5,,1/3/1966 6:00
KAFUE POLDER,1966,4,5.8,28.2,14.3,,1/4/1966 6:00
KAFUE POLDER,1966,5,9.1,27.8,9.9,,1/5/1966 6:00
KAFUE POLDER,1966,6,1.3,24.6,9.7,,1/6/1966 6:00
KAFUE POLDER,1966,7,0,25.7,7,,1/7/1966 6:00
KAFUE POLDER,1966,8,0,28.6,10.4,,1/8/1966 6:00
KAFUE POLDER,1966,9,0,31.7,14,,1/9/1966 6:00
KAFUE POLDER,1966,10,2.5,33.6,16.3,,1/10/1966 6:00
KAFUE POLDER,1966,11,17,33.7,18.3,,1/11/1966 6:00
KAFUE POLDER,1966,12,249.9,30.4,18.7,,1/12/1966 6:00
KAFUE POLDER,1967,1,159.8,28.2,18.9,,1/1/1967 6:00
KAFUE POLDER,1967,2,153.9,28.3,17.7,,1/2/1967 6:00
KAFUE POLDER,1967,3,42.2,29.2,17,,1/3/1967 6:00
KAFUE POLDER,1967,4,26.2,29.8,14,,1/4/1967 6:00
KAFUE POLDER,1967,5,13,27.2,10.3,,1/5/1967 6:00
KAFUE POLDER,1967,6,0,26,9.5,,1/6/1967 6:00
KAFUE POLDER,1967,7,0,24.4,6.3,,1/7/1967 6:00
KAFUE POLDER,1967,8,0,27.1,9.7,,1/8/1967 6:00
KAFUE POLDER,1967,9,0,31,12.8,,1/9/1967 6:00
KAFUE POLDER,1967,10,71.1,33.6,17.5,,1/10/1967 6:00
KAFUE POLDER,1967,11,77.7,31.9,17,,1/11/1967 6:00
KAFUE POLDER,1967,12,179.6,29.2,16.7,,1/12/1967 6:00
KAFUE POLDER,1968,1,194.3,29.5,17.4,,1/1/1968 6:00
KAFUE POLDER,1968,2,113.8,29.4,17,,1/2/1968 6:00
KAFUE POLDER,1968,3,15.5,30.1,15.4,,1/3/1968 6:00
KAFUE POLDER,1968,4,10.4,30.7,13.6,,1/4/1968 6:00
KAFUE POLDER,1968,5,1.8,28.6,9.8,,1/5/1968 6:00
KAFUE POLDER,1968,6,0,24.7,4.2,,1/6/1968 6:00
KAFUE POLDER,1968,7,0,9,9,,1/7/1968 6:00
KAFUE POLDER,1968,8,0,30,8.6,,1/8/1968 6:00
KAFUE POLDER,1968,9,0,31.7,12.6,,1/9/1968 6:00
KAFUE POLDER,1968,10,0,35.7,17.1,,1/10/1968 6:00
KAFUE POLDER,1968,11,120.6,29,18.2,,1/11/1968 6:00
KAFUE POLDER,1968,12,203.5,27.8,18.3,,1/12/1968 6:00
KAFUE POLDER,1969,1,132.8,27.4,18.7,,1/1/1969 6:00
KAFUE POLDER,1969,2,87.9,28.4,18.1,,1/2/1969 6:00
KAFUE POLDER,1969,3,211.8,27.8,18.5,,1/3/1969 6:00
KAFUE POLDER,1969,4,24.1,,,,1/4/1969 6:00
KAFUE POLDER,1969,5,0,,,,1/5/1969 6:00
KAFUE POLDER,1969,6,0,,,,1/6/1969 6:00
KAFUE POLDER,1969,7,0,24.5,7.9,,1/7/1969 6:00
KAFUE POLDER,1969,8,0,26.8,12.4,,1/8/1969 6:00
KAFUE POLDER,1969,9,0,31,14.4,,1/9/1969 6:00
KAFUE POLDER,1969,10,41.7,31.9,18.2,,1/10/1969 6:00
KAFUE POLDER,1969,11,21.3,32.2,18,,1/11/1969 6:00
KAFUE POLDER,1969,12,381.5,26.9,19.1,,1/12/1969 6:00
KAFUE POLDER,1970,1,86.4,28.8,18.2,,1/1/1970 6:00
KAFUE POLDER,1970,2,75.7,29,17.6,,1/2/1970 6:00
KAFUE POLDER,1970,3,26.2,30.4,14.8,,1/3/1970 6:00
KAFUE POLDER,1970,4,5.8,29.1,13.7,,1/4/1970 6:00
KAFUE POLDER,1970,5,0,28.5,9.4,,1/5/1970 6:00
KAFUE POLDER,1970,6,0,25.7,8.9,,1/6/1970 6:00
KAFUE POLDER,1970,7,0,26.8,7.8,,1/7/1970 6:00
KAFUE POLDER,1970,8,0,28.2,10.4,,1/8/1970 6:00
KAFUE POLDER,1970,9,0,33,14.7,,1/9/1970 6:00
KAFUE POLDER,1970,10,4.6,33.1,17.4,,1/10/1970 6:00
KAFUE POLDER,1970,11,285,30.7,18.4,,1/11/1970 6:00
KAFUE POLDER,1970,12,161.3,28.7,18.1,,1/12/1970 6:00
KAFUE POLDER,1971,1,233.7,27.3,18.1,,1/1/1971 6:00
KAFUE POLDER,1971,2,97.5,28.1,17.2,,1/2/1971 6:00
KAFUE POLDER,1971,3,21.3,29.5,15.7,,1/3/1971 6:00
KAFUE POLDER,1971,4,17.8,30.1,13.5,,1/4/1971 6:00
KAFUE POLDER,1971,5,2.5,26.9,9,,1/5/1971 6:00
KAFUE POLDER,1971,6,0,24.6,7.8,,1/6/1971 6:00
KAFUE POLDER,1971,7,0,26.1,7.6,,1/7/1971 6:00
KAFUE POLDER,1971,8,0,29.5,9.8,,1/8/1971 6:00
KAFUE POLDER,1971,9,5.6,30.8,13.5,,1/9/1971 6:00
KAFUE POLDER,1971,10,1.3,33.3,17.9,,1/10/1971 6:00
KAFUE POLDER,1971,11,108,29.7,18.6,,1/11/1971 6:00
KAFUE POLDER,1971,12,278.4,29.2,18.5,,1/12/1971 6:00
KAFUE POLDER,1972,1,274.1,27.1,18.7,,1/1/1972 6:00
KAFUE POLDER,1972,2,190.8,28.4,16.8,,1/2/1972 6:00
KAFUE POLDER,1972,3,74.4,28.4,16.9,,1/3/1972 6:00
KAFUE POLDER,1972,4,39.4,28.1,15.1,,1/4/1972 6:00
KAFUE POLDER,1972,5,0,27.7,12,,1/5/1972 6:00
KAFUE POLDER,1972,6,0,24.5,6,,1/6/1972 6:00
KAFUE POLDER,1972,7,0,25.1,6.8,,1/7/1972 6:00
KAFUE POLDER,1972,8,0,28.8,8.7,,1/8/1972 6:00
KAFUE POLDER,1972,9,1,32.9,15.1,,1/9/1972 6:00
KAFUE POLDER,1972,10,29.7,33.8,18.4,,1/10/1972 6:00
KAFUE POLDER,1972,11,13,33.2,17.7,,1/11/1972 6:00
KAFUE POLDER,1972,12,156.7,32.3,19.1,,1/12/1972 6:00
KAFUE POLDER,1973,1,237.6,31,18.6,,1/1/1973 6:00
KAFUE POLDER,1973,2,218.8,29.3,18.4,,1/2/1973 6:00
KAFUE POLDER,1973,3,33,31.2,16.8,,1/3/1973 6:00
KAFUE POLDER,1973,4,0,28.8,13.6,,1/4/1973 6:00
KAFUE POLDER,1973,5,0,9,9,,1/5/1973 6:00
KAFUE POLDER,1973,6,0,9,9,,1/6/1973 6:00
KAFUE POLDER,1973,7,0,,9,,1/7/1973 6:00
KAFUE POLDER,1973,8,0,9,9,,1/8/1973 6:00
KAFUE POLDER,1973,9,0,9,9,,1/9/1973 6:00
KAFUE POLDER,1973,10,0,33.8,18.1,,1/10/1973 6:00
KAFUE POLDER,1973,11,48.1,29.2,17.4,,1/11/1973 6:00
KAFUE POLDER,1973,12,203,9,9,,1/12/1973 6:00
KAFUE POLDER,1974,1,215.8,26.7,18,,1/1/1974 6:00
KAFUE POLDER,1974,2,255,9,9,,1/2/1974 6:00
KAFUE POLDER,1974,3,67.9,27.2,16.9,,1/3/1974 6:00
KAFUE POLDER,1974,4,8,9,9,,1/4/1974 6:00
KAFUE POLDER,1974,5,4.6,9,9,,1/5/1974 6:00
KAFUE POLDER,1974,6,0,9,9,,1/6/1974 6:00
KAFUE POLDER,1974,7,0,9,9,,1/7/1974 6:00
KAFUE POLDER,1974,8,0,9,9,,1/8/1974 6:00
KAFUE POLDER,1974,9,0,29.7,12.7,,1/9/1974 6:00
KAFUE POLDER,1974,10,1.4,33.5,17.2,,1/10/1974 6:00
KAFUE POLDER,1974,11,210.1,29.9,19.5,,1/11/1974 6:00
KAFUE POLDER,1974,12,300.2,26.7,18.5,,1/12/1974 6:00
KAFUE POLDER,1975,1,236.9,27.4,18,,1/1/1975 6:00
KAFUE POLDER,1975,2,116.5,27.9,18.3,,1/2/1975 6:00
KAFUE POLDER,1975,3,36.8,27.8,16.8,,1/3/1975 6:00
KAFUE POLDER,1975,4,0,28.2,14.3,,1/4/1975 6:00
KAFUE POLDER,1975,5,0,27.8,11.1,,1/5/1975 6:00
KAFUE POLDER,1975,6,0,23.8,7.8,,1/6/1975 6:00
KAFUE POLDER,1975,7,0,25.1,7.2,,1/7/1975 6:00
KAFUE POLDER,1975,8,0,25.4,9.4,,1/8/1975 6:00
KAFUE POLDER,1975,9,0,30.3,14.4,,1/9/1975 6:00
KAFUE POLDER,1975,10,6.3,31.2,16,,1/10/1975 6:00
KAFUE POLDER,1975,11,49.9,32.5,18.4,,1/11/1975 6:00
KAFUE POLDER,1975,12,296.8,27.7,18.8,,1/12/1975 6:00
KAFUE POLDER,1976,1,116.8,27.3,18,,1/1/1976 6:00
KAFUE POLDER,1976,2,111.7,27.6,18.2,,1/2/1976 6:00
KAFUE POLDER,1976,3,193.3,27.1,18,,1/3/1976 6:00
KAFUE POLDER,1976,4,105.9,26.3,15.3,,1/4/1976 6:00
KAFUE POLDER,1976,5,22.5,24.6,9.9,,1/5/1976 6:00
KAFUE POLDER,1976,6,0,23.9,7.8,,1/6/1976 6:00
KAFUE POLDER,1976,7,0,24,5.4,,1/7/1976 6:00
KAFUE POLDER,1976,8,0,25.5,6.9,,1/8/1976 6:00
KAFUE POLDER,1976,9,5.4,30.7,15,,1/9/1976 6:00
KAFUE POLDER,1976,10,16.1,31.9,17.7,,1/10/1976 6:00
KAFUE POLDER,1976,11,13.5,32,18.7,,1/11/1976 6:00
KAFUE POLDER,1976,12,229.6,28.8,18.8,,1/12/1976 6:00
KAFUE POLDER,1977,1,126.3,28.9,18.2,,1/1/1977 6:00
KAFUE POLDER,1977,2,59.9,29,18.2,,1/2/1977 6:00
KAFUE POLDER,1977,3,80.8,28,17.7,,1/3/1977 6:00
KAFUE POLDER,1977,4,0,28.4,13.1,,1/4/1977 6:00
KAFUE POLDER,1977,5,0,28.3,11.1,,1/5/1977 6:00
KAFUE POLDER,1977,6,0,25.7,7.2,,1/6/1977 6:00
KAFUE POLDER,1977,7,0,25,8.2,,1/7/1977 6:00
KAFUE POLDER,1977,8,0,27.4,11,,1/8/1977 6:00
KAFUE POLDER,1977,9,1.8,32,15.3,,1/9/1977 6:00
KAFUE POLDER,1977,10,0,34.7,18.7,,1/10/1977 6:00
KAFUE POLDER,1977,11,112.2,33.2,19.3,,1/11/1977 6:00
KAFUE POLDER,1977,12,304.1,27.6,19.4,,1/12/1977 6:00
KAFUE POLDER,1978,1,207.5,27.3,19.5,,1/1/1978 6:00
KAFUE POLDER,1978,2,136.1,27.9,19.1,,1/2/1978 6:00
KAFUE POLDER,1978,3,207.5,27,18.2,,1/3/1978 6:00
KAFUE POLDER,1978,4,101,26.2,16.3,,1/4/1978 6:00
KAFUE POLDER,1978,5,10,25.5,11.3,,1/5/1978 6:00
KAFUE POLDER,1978,6,0,23.3,7.4,,1/6/1978 6:00
KAFUE POLDER,1978,7,0,23.1,6.5,,1/7/1978 6:00
KAFUE POLDER,1978,8,0,29.1,8.5,,1/8/1978 6:00
KAFUE POLDER,1978,9,0,32.2,13.7,,1/9/1978 6:00
KAFUE POLDER,1978,10,3.6,32.9,18.2,,1/10/1978 6:00
KAFUE POLDER,1978,11,53.8,30.4,18,,1/11/1978 6:00
KAFUE POLDER,1978,12,419.2,27.7,18.3,,1/12/1978 6:00
KAFUE POLDER,1979,1,122.7,28.6,17.3,,1/1/1979 6:00
KAFUE POLDER,1979,2,114,29.2,17.4,,1/2/1979 6:00
KAFUE POLDER,1979,3,74.8,27.8,17.4,,1/3/1979 6:00
KAFUE POLDER,1979,4,0,28.8,13.1,,1/4/1979 6:00
KAFUE POLDER,1979,5,0,27.5,9.6,,1/5/1979 6:00
KAFUE POLDER,1979,6,0,24.2,7.6,,1/6/1979 6:00
KAFUE POLDER,1979,7,0,24.7,8.2,,1/7/1979 6:00
KAFUE POLDER,1979,8,0,28.4,10.7,,1/8/1979 6:00
KAFUE POLDER,1979,9,0,32,15.3,,1/9/1979 6:00
KAFUE POLDER,1979,10,25.9,32.9,18,,1/10/1979 6:00
KAFUE POLDER,1979,11,106.1,30.2,18.1,,1/11/1979 6:00
KAFUE POLDER,1979,12,235,27.6,18.2,,1/12/1979 6:00
KAFUE POLDER,1980,1,125.5,29.6,17.5,,1/1/1980 6:00
KAFUE POLDER,1980,2,127.2,28.9,18.5,,1/2/1980 6:00
KAFUE POLDER,1980,3,66.9,28.6,17.2,,1/3/1980 6:00
KAFUE POLDER,1980,4,6.6,28.9,15.3,,1/4/1980 6:00
KAFUE POLDER,1980,5,0,27.4,8.5,,1/5/1980 6:00
KAFUE POLDER,1980,6,0,24,5.4,,1/6/1980 6:00
KAFUE POLDER,1980,7,0,23.7,7.7,,1/7/1980 6:00
KAFUE POLDER,1980,8,0,27.1,10.9,,1/8/1980 6:00
KAFUE POLDER,1980,9,0,32.2,15.6,,1/9/1980 6:00
KAFUE POLDER,1980,10,4.5,32.2,17.4,,1/10/1980 6:00
KAFUE POLDER,1980,11,71.3,31.8,19.3,,1/11/1980 6:00
KAFUE POLDER,1980,12,173.7,28.5,18.9,,1/12/1980 6:00
KAFUE POLDER,1981,1,305,28.2,18.9,,1/1/1981 6:00
KAFUE POLDER,1981,2,348.1,27.3,18.9,,1/2/1981 6:00
KAFUE POLDER,1981,3,101.2,28.3,17.8,,1/3/1981 6:00
KAFUE POLDER,1981,4,43.6,26.9,13.7,,1/4/1981 6:00
KAFUE POLDER,1981,5,0,24.7,9.7,,1/5/1981 6:00
KAFUE POLDER,1981,6,0,24.2,6.1,3.7,1/6/1981 6:00
KAFUE POLDER,1981,7,0,24.3,6.4,4.4,1/7/1981 6:00
KAFUE POLDER,1981,8,0,28.6,9.5,4.9,1/8/1981 6:00
KAFUE POLDER,1981,9,0,31.2,13,5.1,1/9/1981 6:00
